id;category;date;label;value;user_id
299;Comida;"2025-01-27 00:00:00.000000";"Calidad de tu alimentación.";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
300;Comida;"2025-01-27 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
301;Estrés;"2025-01-27 00:00:00.000000";"Cantidad de estrés diario.";2;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
302;Estrés;"2025-01-27 00:00:00.000000";"Habilidad para gestionar el estrés.";2;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
303;Descanso;"2025-01-27 00:00:00.000000";"¿Has dormido suficiente?";2;b0859fb1-5ac6-4a87-af55-bd77ae5fd99a
304;Descanso;"2025-01-27 00:00:00.000000";"Nivel de energía al despertar.";1;b0859fb1-5ac6-4a87-af55-bd77ae5fd99a
305;Comida;"2025-01-27 00:00:00.000000";"Calidad de tu alimentación.";2;b0859fb1-5ac6-4a87-af55-bd77ae5fd99a
306;Comida;"2025-01-27 00:00:00.000000";"Satisfacción con tu alimentación.";1;b0859fb1-5ac6-4a87-af55-bd77ae5fd99a
307;Estrés;"2025-01-27 00:00:00.000000";"Cantidad de estrés diario.";3;b0859fb1-5ac6-4a87-af55-bd77ae5fd99a
308;Estrés;"2025-01-27 00:00:00.000000";"Habilidad para gestionar el estrés.";2;b0859fb1-5ac6-4a87-af55-bd77ae5fd99a
309;Descanso;"2025-01-27 00:00:00.000000";"¿Has dormido suficiente?";5;3849c61b-c55a-49ff-bf75-1961c6f29d13
310;Descanso;"2025-01-27 00:00:00.000000";"Nivel de energía al despertar.";5;3849c61b-c55a-49ff-bf75-1961c6f29d13
311;Comida;"2025-01-27 00:00:00.000000";"Calidad de tu alimentación.";0;3849c61b-c55a-49ff-bf75-1961c6f29d13
312;Comida;"2025-01-27 00:00:00.000000";"Satisfacción con tu alimentación.";0;3849c61b-c55a-49ff-bf75-1961c6f29d13
313;Estrés;"2025-01-27 00:00:00.000000";"Cantidad de estrés diario.";2;3849c61b-c55a-49ff-bf75-1961c6f29d13
314;Estrés;"2025-01-27 00:00:00.000000";"Habilidad para gestionar el estrés.";4;3849c61b-c55a-49ff-bf75-1961c6f29d13
315;Descanso;"2025-01-28 00:00:00.000000";"¿Has dormido suficiente?";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
316;Descanso;"2025-01-28 00:00:00.000000";"Nivel de energía al despertar.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
317;Comida;"2025-01-28 00:00:00.000000";"Calidad de tu alimentación.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
318;Comida;"2025-01-28 00:00:00.000000";"Satisfacción con tu alimentación.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
319;Estrés;"2025-01-28 00:00:00.000000";"Cantidad de estrés diario.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
320;Estrés;"2025-01-28 00:00:00.000000";"Habilidad para gestionar el estrés.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
321;Descanso;"2025-01-29 00:00:00.000000";"¿Has dormido suficiente?";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
322;Descanso;"2025-01-29 00:00:00.000000";"Nivel de energía al despertar.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
323;Comida;"2025-01-29 00:00:00.000000";"Calidad de tu alimentación.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
324;Comida;"2025-01-29 00:00:00.000000";"Satisfacción con tu alimentación.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
325;Estrés;"2025-01-29 00:00:00.000000";"Cantidad de estrés diario.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
326;Estrés;"2025-01-29 00:00:00.000000";"Habilidad para gestionar el estrés.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
327;Descanso;"2025-01-29 00:00:00.000000";"¿Has dormido suficiente?";2;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
328;Descanso;"2025-01-29 00:00:00.000000";"Nivel de energía al despertar.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
329;Comida;"2025-01-29 00:00:00.000000";"Calidad de tu alimentación.";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
330;Comida;"2025-01-29 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
331;Estrés;"2025-01-29 00:00:00.000000";"Cantidad de estrés diario.";2;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
332;Estrés;"2025-01-29 00:00:00.000000";"Habilidad para gestionar el estrés.";2;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
333;Descanso;"2025-01-30 00:00:00.000000";"¿Has dormido suficiente?";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
334;Descanso;"2025-01-30 00:00:00.000000";"Nivel de energía al despertar.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
335;Comida;"2025-01-30 00:00:00.000000";"Calidad de tu alimentación.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
336;Comida;"2025-01-30 00:00:00.000000";"Satisfacción con tu alimentación.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
337;Estrés;"2025-01-30 00:00:00.000000";"Cantidad de estrés diario.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
338;Estrés;"2025-01-30 00:00:00.000000";"Habilidad para gestionar el estrés.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
339;Descanso;"2025-01-30 00:00:00.000000";"¿Has dormido suficiente?";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
340;Descanso;"2025-01-30 00:00:00.000000";"Nivel de energía al despertar.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
341;Comida;"2025-01-30 00:00:00.000000";"Calidad de tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
342;Comida;"2025-01-30 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
343;Estrés;"2025-01-30 00:00:00.000000";"Cantidad de estrés diario.";2;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
344;Estrés;"2025-01-30 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
345;Descanso;"2025-01-31 00:00:00.000000";"¿Has dormido suficiente?";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
346;Descanso;"2025-01-31 00:00:00.000000";"Nivel de energía al despertar.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
347;Comida;"2025-01-31 00:00:00.000000";"Calidad de tu alimentación.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
348;Comida;"2025-01-31 00:00:00.000000";"Satisfacción con tu alimentación.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
349;Estrés;"2025-01-31 00:00:00.000000";"Cantidad de estrés diario.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
350;Estrés;"2025-01-31 00:00:00.000000";"Habilidad para gestionar el estrés.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
351;Descanso;"2025-01-31 00:00:00.000000";"¿Has dormido suficiente?";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
352;Descanso;"2025-01-31 00:00:00.000000";"Nivel de energía al despertar.";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
353;Comida;"2025-01-31 00:00:00.000000";"Calidad de tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
354;Comida;"2025-01-31 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
355;Estrés;"2025-01-31 00:00:00.000000";"Cantidad de estrés diario.";1;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
356;Estrés;"2025-01-31 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
363;Descanso;"2025-02-01 00:00:00.000000";"¿Has dormido suficiente?";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
364;Descanso;"2025-02-01 00:00:00.000000";"Nivel de energía al despertar.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
365;Comida;"2025-02-01 00:00:00.000000";"Calidad de tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
366;Comida;"2025-02-01 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
367;Estrés;"2025-02-01 00:00:00.000000";"Cantidad de estrés diario.";1;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
368;Estrés;"2025-02-01 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
369;Descanso;"2025-02-01 00:00:00.000000";"¿Has dormido suficiente?";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
370;Descanso;"2025-02-01 00:00:00.000000";"Nivel de energía al despertar.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
371;Comida;"2025-02-01 00:00:00.000000";"Calidad de tu alimentación.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
372;Comida;"2025-02-01 00:00:00.000000";"Satisfacción con tu alimentación.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
373;Estrés;"2025-02-01 00:00:00.000000";"Cantidad de estrés diario.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
374;Estrés;"2025-02-01 00:00:00.000000";"Habilidad para gestionar el estrés.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
375;Descanso;"2025-02-01 00:00:00.000000";"¿Has dormido suficiente?";3;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
376;Descanso;"2025-02-01 00:00:00.000000";"Nivel de energía al despertar.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
377;Comida;"2025-02-01 00:00:00.000000";"Calidad de tu alimentación.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
378;Comida;"2025-02-01 00:00:00.000000";"Satisfacción con tu alimentación.";1;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
379;Estrés;"2025-02-01 00:00:00.000000";"Cantidad de estrés diario.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
380;Estrés;"2025-02-01 00:00:00.000000";"Habilidad para gestionar el estrés.";3;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
381;Descanso;"2025-01-31 00:00:00.000000";"¿Has dormido suficiente?";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
382;Descanso;"2025-01-31 00:00:00.000000";"Nivel de energía al despertar.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
383;Comida;"2025-01-31 00:00:00.000000";"Calidad de tu alimentación.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
384;Comida;"2025-01-31 00:00:00.000000";"Satisfacción con tu alimentación.";3;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
385;Estrés;"2025-01-31 00:00:00.000000";"Cantidad de estrés diario.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
386;Estrés;"2025-01-31 00:00:00.000000";"Habilidad para gestionar el estrés.";3;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
387;Descanso;"2025-01-29 00:00:00.000000";"¿Has dormido suficiente?";1;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
388;Descanso;"2025-01-29 00:00:00.000000";"Nivel de energía al despertar.";3;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
389;Comida;"2025-01-29 00:00:00.000000";"Calidad de tu alimentación.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
390;Comida;"2025-01-29 00:00:00.000000";"Satisfacción con tu alimentación.";1;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
391;Estrés;"2025-01-29 00:00:00.000000";"Cantidad de estrés diario.";2;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
392;Estrés;"2025-01-29 00:00:00.000000";"Habilidad para gestionar el estrés.";3;99c0a3d8-5e46-4b9b-88e3-c9cfd3034c4f
393;Descanso;"2025-02-02 00:00:00.000000";"¿Has dormido suficiente?";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
394;Descanso;"2025-02-02 00:00:00.000000";"Nivel de energía al despertar.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
395;Comida;"2025-02-02 00:00:00.000000";"Calidad de tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
396;Comida;"2025-02-02 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
397;Estrés;"2025-02-02 00:00:00.000000";"Cantidad de estrés diario.";2;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
398;Estrés;"2025-02-02 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
399;Descanso;"2025-02-03 00:00:00.000000";"¿Has dormido suficiente?";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
400;Descanso;"2025-02-03 00:00:00.000000";"Nivel de energía al despertar.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
401;Comida;"2025-02-03 00:00:00.000000";"Calidad de tu alimentación.";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
402;Comida;"2025-02-03 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
403;Estrés;"2025-02-03 00:00:00.000000";"Cantidad de estrés diario.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
404;Estrés;"2025-02-03 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
405;Descanso;"2025-02-04 00:00:00.000000";"¿Has dormido suficiente?";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
406;Descanso;"2025-02-04 00:00:00.000000";"Nivel de energía al despertar.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
407;Comida;"2025-02-04 00:00:00.000000";"Calidad de tu alimentación.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
408;Comida;"2025-02-04 00:00:00.000000";"Satisfacción con tu alimentación.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
409;Estrés;"2025-02-04 00:00:00.000000";"Cantidad de estrés diario.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
410;Estrés;"2025-02-04 00:00:00.000000";"Habilidad para gestionar el estrés.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
418;Descanso;"2025-02-05 00:00:00.000000";"¿Has dormido suficiente?";2;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
419;Descanso;"2025-02-05 00:00:00.000000";"Nivel de energía al despertar.";2;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
420;Comida;"2025-02-05 00:00:00.000000";"Calidad de tu alimentación.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
421;Comida;"2025-02-05 00:00:00.000000";"Satisfacción con tu alimentación.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
422;Estrés;"2025-02-05 00:00:00.000000";"Cantidad de estrés diario.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
423;Estrés;"2025-02-05 00:00:00.000000";"Habilidad para gestionar el estrés.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
424;Descanso;"2025-02-05 00:00:00.000000";"¿Has dormido suficiente?";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
425;Descanso;"2025-02-05 00:00:00.000000";"Nivel de energía al despertar.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
426;Comida;"2025-02-05 00:00:00.000000";"Calidad de tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
427;Comida;"2025-02-05 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
428;Estrés;"2025-02-05 00:00:00.000000";"Cantidad de estrés diario.";1;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
429;Estrés;"2025-02-05 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
430;Descanso;"2025-02-06 00:00:00.000000";"¿Has dormido suficiente?";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
431;Descanso;"2025-02-06 00:00:00.000000";"Nivel de energía al despertar.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
432;Comida;"2025-02-06 00:00:00.000000";"Calidad de tu alimentación.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
433;Comida;"2025-02-06 00:00:00.000000";"Satisfacción con tu alimentación.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
434;Estrés;"2025-02-06 00:00:00.000000";"Cantidad de estrés diario.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
435;Estrés;"2025-02-06 00:00:00.000000";"Habilidad para gestionar el estrés.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
436;Descanso;"2025-02-07 00:00:00.000000";"¿Has dormido suficiente?";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
437;Descanso;"2025-02-07 00:00:00.000000";"Nivel de energía al despertar.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
438;Comida;"2025-02-07 00:00:00.000000";"Calidad de tu alimentación.";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
439;Comida;"2025-02-07 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
440;Estrés;"2025-02-07 00:00:00.000000";"Cantidad de estrés diario.";2;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
441;Estrés;"2025-02-07 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
442;Descanso;"2025-02-07 00:00:00.000000";"¿Has dormido suficiente?";3;00bb2feb-ef3d-40f0-bf31-85364dad8a79
443;Descanso;"2025-02-07 00:00:00.000000";"Nivel de energía al despertar.";1;00bb2feb-ef3d-40f0-bf31-85364dad8a79
444;Comida;"2025-02-07 00:00:00.000000";"Calidad de tu alimentación.";3;00bb2feb-ef3d-40f0-bf31-85364dad8a79
445;Comida;"2025-02-07 00:00:00.000000";"Satisfacción con tu alimentación.";3;00bb2feb-ef3d-40f0-bf31-85364dad8a79
446;Estrés;"2025-02-07 00:00:00.000000";"Cantidad de estrés diario.";1;00bb2feb-ef3d-40f0-bf31-85364dad8a79
447;Estrés;"2025-02-07 00:00:00.000000";"Habilidad para gestionar el estrés.";4;00bb2feb-ef3d-40f0-bf31-85364dad8a79
448;Descanso;"2025-02-08 00:00:00.000000";"¿Has dormido suficiente?";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
449;Descanso;"2025-02-08 00:00:00.000000";"Nivel de energía al despertar.";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
450;Comida;"2025-02-08 00:00:00.000000";"Calidad de tu alimentación.";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
451;Comida;"2025-02-08 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
452;Estrés;"2025-02-08 00:00:00.000000";"Cantidad de estrés diario.";1;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
453;Estrés;"2025-02-08 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
454;Descanso;"2025-02-08 00:00:00.000000";"¿Has dormido suficiente?";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
455;Descanso;"2025-02-08 00:00:00.000000";"Nivel de energía al despertar.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
456;Comida;"2025-02-08 00:00:00.000000";"Calidad de tu alimentación.";2;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
457;Comida;"2025-02-08 00:00:00.000000";"Satisfacción con tu alimentación.";1;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
458;Estrés;"2025-02-08 00:00:00.000000";"Cantidad de estrés diario.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
459;Estrés;"2025-02-08 00:00:00.000000";"Habilidad para gestionar el estrés.";0;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
460;Descanso;"2025-02-09 00:00:00.000000";"¿Has dormido suficiente?";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
461;Descanso;"2025-02-09 00:00:00.000000";"Nivel de energía al despertar.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
462;Comida;"2025-02-09 00:00:00.000000";"Calidad de tu alimentación.";2;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
463;Comida;"2025-02-09 00:00:00.000000";"Satisfacción con tu alimentación.";1;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
464;Estrés;"2025-02-09 00:00:00.000000";"Cantidad de estrés diario.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
465;Estrés;"2025-02-09 00:00:00.000000";"Habilidad para gestionar el estrés.";0;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
466;Descanso;"2025-02-09 00:00:00.000000";"¿Has dormido suficiente?";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
467;Descanso;"2025-02-09 00:00:00.000000";"Nivel de energía al despertar.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
468;Comida;"2025-02-09 00:00:00.000000";"Calidad de tu alimentación.";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
469;Comida;"2025-02-09 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
470;Estrés;"2025-02-09 00:00:00.000000";"Cantidad de estrés diario.";0;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
471;Estrés;"2025-02-09 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
472;Descanso;"2025-02-09 00:00:00.000000";"¿Has dormido suficiente?";4;4be60b2a-f344-473d-a11f-4cfd56ed4cbf
473;Descanso;"2025-02-09 00:00:00.000000";"Nivel de energía al despertar.";4;4be60b2a-f344-473d-a11f-4cfd56ed4cbf
474;Comida;"2025-02-09 00:00:00.000000";"Calidad de tu alimentación.";4;4be60b2a-f344-473d-a11f-4cfd56ed4cbf
475;Comida;"2025-02-09 00:00:00.000000";"Satisfacción con tu alimentación.";4;4be60b2a-f344-473d-a11f-4cfd56ed4cbf
476;Estrés;"2025-02-09 00:00:00.000000";"Cantidad de estrés diario.";3;4be60b2a-f344-473d-a11f-4cfd56ed4cbf
477;Estrés;"2025-02-09 00:00:00.000000";"Habilidad para gestionar el estrés.";4;4be60b2a-f344-473d-a11f-4cfd56ed4cbf
478;Descanso;"2025-02-10 00:00:00.000000";"¿Has dormido suficiente?";2;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
479;Descanso;"2025-02-10 00:00:00.000000";"Nivel de energía al despertar.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
480;Comida;"2025-02-10 00:00:00.000000";"Calidad de tu alimentación.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
481;Comida;"2025-02-10 00:00:00.000000";"Satisfacción con tu alimentación.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
482;Estrés;"2025-02-10 00:00:00.000000";"Cantidad de estrés diario.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
483;Estrés;"2025-02-10 00:00:00.000000";"Habilidad para gestionar el estrés.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
484;Descanso;"2025-02-10 00:00:00.000000";"¿Has dormido suficiente?";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
485;Descanso;"2025-02-10 00:00:00.000000";"Nivel de energía al despertar.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
486;Comida;"2025-02-10 00:00:00.000000";"Calidad de tu alimentación.";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
487;Comida;"2025-02-10 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
488;Estrés;"2025-02-10 00:00:00.000000";"Cantidad de estrés diario.";1;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
489;Estrés;"2025-02-10 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
490;Descanso;"2025-02-11 00:00:00.000000";"¿Has dormido suficiente?";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
491;Descanso;"2025-02-11 00:00:00.000000";"Nivel de energía al despertar.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
492;Comida;"2025-02-11 00:00:00.000000";"Calidad de tu alimentación.";5;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
493;Comida;"2025-02-11 00:00:00.000000";"Satisfacción con tu alimentación.";4;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
494;Estrés;"2025-02-11 00:00:00.000000";"Cantidad de estrés diario.";1;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
495;Estrés;"2025-02-11 00:00:00.000000";"Habilidad para gestionar el estrés.";3;7b6f2c2b-010a-40ec-b13e-9a3aeb575155
496;Descanso;"2025-02-12 00:00:00.000000";"¿Has dormido suficiente?";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
497;Descanso;"2025-02-12 00:00:00.000000";"Nivel de energía al despertar.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
498;Comida;"2025-02-12 00:00:00.000000";"Calidad de tu alimentación.";3;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
499;Comida;"2025-02-12 00:00:00.000000";"Satisfacción con tu alimentación.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
500;Estrés;"2025-02-12 00:00:00.000000";"Cantidad de estrés diario.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
501;Estrés;"2025-02-12 00:00:00.000000";"Habilidad para gestionar el estrés.";0;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
502;Descanso;"2025-02-13 00:00:00.000000";"¿Has dormido suficiente?";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
503;Descanso;"2025-02-13 00:00:00.000000";"Nivel de energía al despertar.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
504;Comida;"2025-02-13 00:00:00.000000";"Calidad de tu alimentación.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
505;Comida;"2025-02-13 00:00:00.000000";"Satisfacción con tu alimentación.";4;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
506;Estrés;"2025-02-13 00:00:00.000000";"Cantidad de estrés diario.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
507;Estrés;"2025-02-13 00:00:00.000000";"Habilidad para gestionar el estrés.";5;6bb3e3ca-c98c-4e97-8b49-cfddfa2edd55
